file,line,ref_type,target,ref_context,target_title,target_excerpt,score,ref_tokens,target_tokens,sufficient,auto_category,manual_label
BACKLOG-098_mermaid-diagram-recommendation.md,37,section,2.5.6,- Add Mermaid recommendation to DSM_0.1 Blog Artifacts section or DSM_1.0 Sec...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.0955,41,15,True,drift,
BACKLOG-098_mermaid-diagram-recommendation.md,43,section,2.5.6,- Can be batched with BACKLOG-095 (Blog Post Metadata Template) since both to...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.1485,33,15,True,match,
BACKLOG-101_blog-file-role-merge.md,14,section,2.5.6,"Section 2.5.6 specifies ""Materials"" and ""Journal"" as separate blog deliverabl...",Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.0989,47,15,True,drift,
BACKLOG-101_blog-file-role-merge.md,31,section,2.5.6,- Update DSM_1.0 Section 2.5.6 if it references separate journal/materials roles,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.1332,84,15,True,match,
BACKLOG-101_blog-file-role-merge.md,42,section,2.5.6,- Can be batched with BACKLOG-095 (Blog Post Metadata Template) and BACKLOG-0...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.1111,50,15,True,match,
BACKLOG-102_inbox-propagation-spoke-confirmation.md,14,section,6.4,BACKLOG-092 documented the bidirectional inbox pattern (DSM_3 Section 6.4) an...,Checkpoint and Feedback Protocol,,0.0000,57,3,True,drift,
BACKLOG-111_canonical-external-dsm-description.md,30,section,5,"Section 5, observation #2",Pull Request Process,**Update Documentation:**,0.0000,37,5,True,drift,
BACKLOG-111_canonical-external-dsm-description.md,50,section,7,- **DSM_3 (Implementation Guide)**: Section 7 already has the project registry;,Tips for Success,,0.0000,40,2,False,insufficient,
BACKLOG-069_external-contribution-governance.md,13,section,6,DSM's hub-and-spoke model (DSM_3 Section 6) assumes spoke projects are owned ...,Common Patterns,,0.0000,61,2,False,insufficient,
BACKLOG-069_external-contribution-governance.md,43,section,6.3,"- **DSM_3 Section 6.3** (new): ""External Contribution Governance""",Troubleshooting,,0.0000,40,1,False,insufficient,
BACKLOG-069_external-contribution-governance.md,93,section,6.3,rule must be documented in Section 6.3.,Troubleshooting,,0.0000,40,1,False,insufficient,
BACKLOG-069_external-contribution-governance.md,105,section,6.3,- [ ] DSM_3 Section 6.3 documents external contribution governance,Troubleshooting,,0.0000,50,1,False,insufficient,
BACKLOG-070_external-contribution-templates.md,19,section,6.2.3,- A kickoff handover prompt adapted from DSM_3 Section 6.2.3 for non-owned repos,Reproducibility Standards,**Required for Reproducibility:**,0.0369,42,4,True,drift,
BACKLOG-070_external-contribution-templates.md,50,section,6.2.3,Adapted from DSM_3 Section 6.2.3 for external contributions:,Reproducibility Standards,**Required for Reproducibility:**,0.0000,36,4,True,drift,
BACKLOG-070_external-contribution-templates.md,137,section,6.2,- DSM_3 Section 6.2 (Hub-to-Spoke Kickoff): base templates adapted here,Quality Assurance,,0.0000,45,2,False,insufficient,
BACKLOG-071_blog-publication-tracking.md,28,section,2.5.6,1. **DSM_1.0 Section 2.5.6** (Blog Process): Add a step after blog creation t...,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.2246,73,15,True,match,
BACKLOG-071_blog-publication-tracking.md,29,section,2.5.9,2. **DSM_1.0 Section 2.5.9** (Blog Style Guide): Add publication status track...,Blog Style Guide,"When writing blog posts and LinkedIn content, follow these conventions to mai...",0.2461,64,16,True,match,
BACKLOG-072_contribution-scope-planning.md,121,section,6,- **DSM_3 Section 6**: Handover protocols could reference scope plan,Common Patterns,,0.0000,49,2,False,insufficient,
BACKLOG-072_contribution-scope-planning.md,129,section,6.3,- **DSM_3 Section 6.3**: Reference scope plan in external contribution govern...,Troubleshooting,,0.0000,47,1,False,insufficient,
BACKLOG-081_dsm-central-self-compliance-dsm5.md,19,section,2,1. **Section 2 (Project Structure):** Verify all recommended directories exis...,Making Changes,**Fork and Clone:**,0.0000,93,4,True,drift,
BACKLOG-081_dsm-central-self-compliance-dsm5.md,20,section,3,2. **Section 3 (File Naming):** Check all files follow naming conventions (DS...,Standards to Follow,**Documentation Style:**,0.1030,68,4,True,match,
BACKLOG-081_dsm-central-self-compliance-dsm5.md,21,section,4,"3. **Section 4 (Metadata Standards):** Verify backlog items, checkpoints, and...",Commit Guidelines,**Commit Message Format:**,0.0000,76,5,True,drift,
BACKLOG-081_dsm-central-self-compliance-dsm5.md,22,section,5,"4. **Section 5 (Cross-References):** Validate Section X.Y.Z, Appendix X, and ...",Pull Request Process,**Update Documentation:**,0.0000,79,5,True,drift,
BACKLOG-081_dsm-central-self-compliance-dsm5.md,23,section,6,"5. **Section 6 (Versioning Workflow):** Confirm CHANGELOG, README, DSM_0 are ...",Common Patterns,,0.0000,75,2,False,insufficient,
BACKLOG-081_dsm-central-self-compliance-dsm5.md,24,section,7,6. **Section 7 (Content Quality):** Run pre-release quality checklist against...,Tips for Success,,0.0000,65,2,False,insufficient,
BACKLOG-081_dsm-central-self-compliance-dsm5.md,25,section,9,7. **Section 9 (Review Cycle):** Check for orphaned references or broken links,Integration with Standard DSM,"This adaptation **extends** DSM, it doesn't replace it.",0.0000,62,9,True,drift,
BACKLOG-081_dsm-central-self-compliance-dsm5.md,40,section,5,- BACKLOG-048: Semantic Cross-Reference Validation (tooling for Section 5 che...,Pull Request Process,**Update Documentation:**,0.0376,39,5,True,drift,
BACKLOG-087_operational-monitoring-practice.md,49,section,6.1.5,- **Session close-out (Section 6.1.5):** Optional `vnstat -h` snapshot in han...,Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.0735,63,15,True,drift,
BACKLOG-090_dsm-modularization.md,40,section,2.1,"| **By section** | DSM_1.0 Section 2.1 → separate file | Granular, targeted l...",Phase 0: Environment Setup,,0.0000,91,4,True,drift,
BACKLOG-090_dsm-modularization.md,49,section,2.1,"- Define a convention for cross-file references (e.g., ""DSM_1.0 Section 2.1"" ...",Phase 0: Environment Setup,,0.0000,52,4,True,drift,
BACKLOG-090_dsm-modularization.md,49,section,2.1,"- Define a convention for cross-file references (e.g., ""DSM_1.0 Section 2.1"" ...",Phase 0: Environment Setup,,0.0000,52,4,True,drift,
BACKLOG-094_external-contribution-onboarding-pattern.md,61,section,6.3,- [ ] Three-phase onboarding lifecycle documented in DSM_3 (under or adjacent...,Troubleshooting,,0.0000,68,1,False,insufficient,
Environment_Setup_System_Summary.md,131,appendix,A,**Location:** Before Phase 1 (recommended) or as Appendix A,Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.1336,31,12,True,match,
METHODOLOGY_ADDITION_Environment_Setup.md,15,appendix,A,"- Section title: ""Appendix A: Environment Setup""",Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.1328,30,12,True,match,
Methodology_Implementation_Status_Check.md,58,section,1.5,1. **ADD:** Sprint configuration section to DSM_0 (Section 1.5),Project Timeline Configuration,,0.1926,54,3,True,match,
Methodology_Implementation_Status_Check.md,88,section,6.2,- DSM_1_0 Section 6.2 (new section) OR expand existing Section 3.3,Quality Assurance,,0.0000,27,2,False,insufficient,
Methodology_Implementation_Status_Check.md,88,section,3.3,- DSM_1_0 Section 6.2 (new section) OR expand existing Section 3.3,File Naming Standards,,0.0000,27,3,True,drift,
Methodology_Implementation_Status_Check.md,115,section,3.3,- Expand in DSM_1_0 Section 3.3 (Code Quality Standards),File Naming Standards,,0.0861,35,3,True,drift,
Methodology_Implementation_Status_Check.md,139,section,1.3.1,- DSM_1_0 Section 1.3.1 (Communication Style),Communication Style,Concise responses**: Direct answers without unnecessary elaboration,0.1120,25,8,True,match,
Methodology_Implementation_Status_Check.md,187,section,3.4,- DSM_1_0 Section 3.4 (Documentation Standards),Directory Structure,,0.0000,24,2,False,insufficient,
Methodology_Implementation_Status_Check.md,200,appendix,E,- **DSM_1_0 Appendix E** likely has basic template (need to verify),Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0412,33,11,True,drift,
Methodology_Implementation_Status_Check.md,209,section,4.1,- DSM_1_0 Appendix E (update existing template) OR Section 4.1,Decision Log Framework,,0.0000,28,3,True,drift,
Methodology_Implementation_Status_Check.md,209,appendix,E,- DSM_1_0 Appendix E (update existing template) OR Section 4.1,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0249,28,11,True,drift,
Methodology_Implementation_Status_Check.md,223,appendix,E.11,- **DSM_1_0 Appendix E.11:** File naming conventions exist for notebooks,File Naming Standards,**Convention:** `sYY_dXX_PHASE_description.extension`,0.3189,30,5,True,match,
Methodology_Implementation_Status_Check.md,257,section,6,- DSM_1_0 Section 6 (Best Practices),Common Patterns,,0.0000,25,2,False,insufficient,
Methodology_Implementation_Status_Check.md,282,appendix,E,- DSM_1_0 Appendix E (Quick Reference - Templates),Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.1408,31,11,True,match,
Methodology_Implementation_Status_Check.md,283,section,2,- Or DSM_1_0 Section 2 (Phase Completion sections),Making Changes,**Fork and Clone:**,0.0000,28,4,True,drift,
Methodology_Implementation_Status_Check.md,343,section,6.1,- **DSM_1_0 Section 6.1:** Session handoff templates exist (confirmed from co...,Session Management,,0.0000,35,2,False,insufficient,
Methodology_Implementation_Status_Check.md,366,appendix,D,- **DSM_1_0 Appendix D:** Time Series guidance exists but no aggregation warning,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0347,38,10,True,drift,
Methodology_Implementation_Status_Check.md,376,appendix,D,- DSM_1_0 Appendix D (Time Series section),Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0267,28,10,True,drift,
Methodology_Implementation_Status_Check.md,398,section,2.3,- DSM_1_0 Section 2.3 (Feature Engineering best practices),Phase 2: Feature Engineering,,0.2337,24,4,True,match,
Methodology_Implementation_Status_Check.md,412,appendix,D,- **DSM_1_0 Appendix D:** Time series guidance exists but no temporal consist...,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0351,36,10,True,drift,
Methodology_Implementation_Status_Check.md,422,appendix,D,- DSM_1_0 Appendix D (Time Series section) - HIGH PRIORITY ADDITION,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0232,35,10,True,drift,
Methodology_Implementation_Status_Check.md,434,section,2.3,- **DSM_1_0 Section 2.3:** Feature engineering guidance exists,Phase 2: Feature Engineering,,0.3913,29,4,True,match,
Methodology_Implementation_Status_Check.md,445,section,2.3,- DSM_1_0 Section 2.3 (Feature Engineering validation),Phase 2: Feature Engineering,,0.3123,27,4,True,match,
Methodology_Implementation_Status_Check.md,460,appendix,D,| **HIGH** | MOD-18: Temporal consistency | ✗ NOT IMPLEMENTED | 30min | DSM_1...,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0352,90,10,True,drift,
Methodology_Implementation_Status_Check.md,461,section,2.3,| **HIGH** | MOD-19: Feature ablation | ✗ NOT IMPLEMENTED | 45min | DSM_1_0 S...,Phase 2: Feature Engineering,,0.0410,95,4,True,drift,
Methodology_Implementation_Status_Check.md,462,section,6.2,| **MEDIUM** | MOD-01: Cell-by-cell execution | ⚠ PARTIAL | 15min | DSM_1_0 S...,Quality Assurance,,0.0000,109,2,False,insufficient,
Methodology_Implementation_Status_Check.md,463,section,1.3.1,| **MEDIUM** | MOD-03: Factual accuracy | ✗ NOT IMPLEMENTED | 20min | DSM_1_0...,Communication Style,Concise responses**: Direct answers without unnecessary elaboration,0.0000,109,8,True,drift,
Methodology_Implementation_Status_Check.md,465,section,3.4,| **MEDIUM** | MOD-05: Feature dictionary | ✗ NOT IMPLEMENTED | 15min | DSM_1...,Directory Structure,,0.0000,110,2,False,insufficient,
Methodology_Implementation_Status_Check.md,466,appendix,E,| **MEDIUM** | MOD-06: Enhanced decision log | ⚠ PARTIAL | 20min | DSM_1_0 Ap...,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0323,110,11,True,drift,
Methodology_Implementation_Status_Check.md,467,appendix,E,| **MEDIUM** | MOD-11: Verification script | ✗ NOT IMPLEMENTED | 25min | DSM_...,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0332,110,11,True,drift,
Methodology_Implementation_Status_Check.md,468,appendix,D,| **MEDIUM** | MOD-16: Correlation aggregation | ✗ NOT IMPLEMENTED | 20min | ...,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0398,110,10,True,drift,
Methodology_Implementation_Status_Check.md,469,section,2.3,| **MEDIUM** | MOD-17: NaN strategy | ✗ NOT IMPLEMENTED | 30min | DSM_1_0 Sec...,Phase 2: Feature Engineering,,0.0000,111,4,True,drift,
Methodology_Implementation_Status_Check.md,470,section,3.3,| **LOW** | MOD-02: Output standards | ⚠ PARTIAL | 10min | DSM_1_0 Section 3.3 |,File Naming Standards,,0.1506,110,3,True,match,
Methodology_Implementation_Status_Check.md,472,section,6,| **LOW** | MOD-10: Viz quality | ✗ NOT IMPLEMENTED | 20min | DSM_1_0 Section...,Common Patterns,,0.0000,108,2,False,insufficient,
Methodology_Implementation_Status_Check.md,555,section,1.5,1. Add Section 1.5 to DSM_0 (sprint configuration),Project Timeline Configuration,,0.0965,41,3,True,drift,
Methodology_Implementation_Status_Check.md,571,appendix,D,1. Add Temporal Consistency Principle to Appendix D (30min),Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0239,36,10,True,drift,
Methodology_Implementation_Status_Check.md,572,section,2.3,2. Add Feature Ablation Methodology to Section 2.3 (45min),Phase 2: Feature Engineering,,0.0878,39,4,True,drift,
Methodology_Update_Comprehensive_Guide.md,69,section,1.2,"- States ""4-8 week timelines"" in Section 1.2",Collaboration Methodology (Execution Framework),**Files:** Main document + consolidated appendices (v1.3.0),0.0185,44,11,True,drift,
Methodology_Update_Comprehensive_Guide.md,70,section,1.3.2,"- ""Weekly iteration cycles"" in Section 1.3.2",Project Structure Philosophy,Phased approach**: Break complex projects into 3-5 major phases,0.0000,45,11,True,drift,
Methodology_Update_Comprehensive_Guide.md,84,section,1,"**Location:** After Section 1 (System Overview), before Section 2 (Document Map)",Before Starting,Check existing issues to avoid duplication,0.0000,33,6,True,drift,
Methodology_Update_Comprehensive_Guide.md,84,section,2,"**Location:** After Section 1 (System Overview), before Section 2 (Document Map)",Making Changes,**Fork and Clone:**,0.0621,33,4,True,drift,
Methodology_Update_Comprehensive_Guide.md,214,section,1.2,**Section 1.2 (When to Use This Methodology):**,Collaboration Methodology (Execution Framework),**Files:** Main document + consolidated appendices (v1.3.0),0.0318,28,11,True,drift,
